campaign_id,date,campaign_name,channel,city,audience_segment,objective,spend_aud,impressions,clicks,leads,conversions,revenue_aud,customer_rating
CMP-0451,2025-05-01,Festival Push - LinkedIn Ads,LinkedIn Ads,Sydney,Families,Ticket Sales,950.28,18313,123,20,2,408.24,4.24
CMP-0464,2025-05-01,Corporate Outreach - Sponsorship,Sponsorship,Sydney,Young Professionals,Sponsorship,1139.17,27008,641,126,11,5872.29,5.0
CMP-0081,2025-05-02,Weekend Boost - Retargeting,Retargeting,Sydney,Families,Lead Generation,619.47,10241,742,118,27,7044.23,4.14
CMP-0500,2025-05-02,Student Offer - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,Lead Generation,1550.98,28556,457,52,7,5723.78,4.41
CMP-0094,2025-05-03,Summer Launch - Retargeting,Retargeting,Melbourne,Young Professionals,Awareness,766.64,19764,1383,239,30,6306.95,3.64
CMP-0347,2025-05-03,Festival Push - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Lead Generation,368.94,6257,103,16,0,0.0,4.67
CMP-0027,2025-05-04,VIP Upgrade - Google Search,Google Search,Brisbane,Students,Lead Generation,1552.34,29006,1491,213,26,6717.34,4.4
CMP-0050,2025-05-04,Summer Launch - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Awareness,820.78,15891,995,198,33,6545.85,4.18
CMP-0101,2025-05-04,Summer Launch - Google Search,Google Search,Delhi,Premium Experience Seekers,Awareness,1606.67,38754,2081,444,36,10977.31,4.44
CMP-0280,2025-05-04,Student Offer - Influencer,Influencer,Melbourne,Corporate Buyers,Ticket Sales,457.39,7644,240,33,3,1040.8,3.74
CMP-0084,2025-05-05,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Retargeting,672.51,17137,219,56,3,1059.25,4.77
CMP-0009,2025-05-06,Early Bird - Meta Ads,Meta Ads,Bangalore,Families,Awareness,706.36,15256,344,57,5,767.25,4.46
CMP-0159,2025-05-08,Festival Push - Sponsorship,Sponsorship,Mumbai,Music Enthusiasts,Lead Generation,1519.09,27573,555,118,9,4526.83,3.46
CMP-0316,2025-05-08,Weekend Boost - LinkedIn Ads,LinkedIn Ads,Melbourne,Premium Experience Seekers,Awareness,513.18,13256,187,38,0,0.0,4.48
CMP-0286,2025-05-09,Festival Push - Google Search,Google Search,Melbourne,Families,Lead Generation,1131.9,23124,966,185,34,6688.06,4.34
CMP-0238,2025-05-10,Weekend Boost - Retargeting,Retargeting,Melbourne,Students,Sponsorship,653.08,13238,959,178,70,8955.54,4.26
CMP-0353,2025-05-10,Early Bird - Email,Email,Delhi,Young Professionals,Ticket Sales,240.49,3881,315,63,11,2168.83,3.77
CMP-0132,2025-05-12,Early Bird - LinkedIn Ads,LinkedIn Ads,Delhi,Students,Lead Generation,917.68,17576,268,28,2,849.85,4.25
CMP-0418,2025-05-13,Last Mile Sales - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,Ticket Sales,1062.63,28080,922,177,14,4279.76,3.68
CMP-0310,2025-05-14,VIP Upgrade - Retargeting,Retargeting,Bangalore,Students,Ticket Sales,747.01,16348,881,187,44,8800.83,3.92
CMP-0495,2025-05-14,Weekend Boost - Retargeting,Retargeting,Melbourne,Premium Experience Seekers,Lead Generation,791.35,14523,685,139,39,14174.18,3.5
CMP-0378,2025-05-16,VIP Upgrade - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,Awareness,1072.27,11245,321,58,3,678.63,4.19
CMP-0469,2025-05-16,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,Awareness,1178.69,17979,407,80,4,2288.14,4.3
CMP-0484,2025-05-18,Summer Launch - Meta Ads,Meta Ads,Delhi,Corporate Buyers,Sponsorship,557.13,9761,244,40,4,1302.58,4.48
CMP-0131,2025-05-20,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,Lead Generation,693.58,10898,142,20,1,360.34,4.45
CMP-0512,2025-05-21,Early Bird - Meta Ads,Meta Ads,Bangalore,Young Professionals,Sponsorship,757.38,14617,254,53,4,793.11,3.7
CMP-0274,2025-05-22,Student Offer - Email,Email,Bangalore,Students,Ticket Sales,381.61,8465,812,161,38,5948.33,3.95
CMP-0297,2025-05-22,Student Offer - Sponsorship,Sponsorship,Sydney,Corporate Buyers,Awareness,1440.49,25925,336,54,2,764.52,3.92
CMP-0072,2025-05-25,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Families,Retargeting,1046.98,22083,473,77,13,1611.13,3.46
CMP-0222,2025-05-27,Summer Launch - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1047.14,21552,563,121,8,780.56,4.42
CMP-0334,2025-05-27,Summer Launch - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Lead Generation,661.18,14290,1063,179,38,10464.35,4.6
CMP-0210,2025-05-28,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Bangalore,Families,Awareness,688.48,15390,198,42,1,274.28,3.9
CMP-0233,2025-05-28,Weekend Boost - Retargeting,Retargeting,Melbourne,Young Professionals,Retargeting,499.02,9621,738,106,33,6747.83,3.7
CMP-0349,2025-05-28,Festival Push - Influencer,Influencer,Mumbai,Premium Experience Seekers,Ticket Sales,918.39,21215,696,119,8,1667.76,3.92
CMP-0467,2025-05-28,Early Bird - Influencer,Influencer,Mumbai,Corporate Buyers,Sponsorship,620.64,10326,321,76,6,1385.93,4.38
CMP-0480,2025-06-01,Summer Launch - Email,Email,Bangalore,Families,Retargeting,392.29,10163,997,211,46,6482.67,4.37
CMP-0168,2025-06-02,VIP Upgrade - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,Ticket Sales,1866.29,34957,463,65,12,4524.87,4.6
CMP-0282,2025-06-03,Festival Push - Google Search,Google Search,Bangalore,Corporate Buyers,Ticket Sales,891.19,21449,1208,161,55,26931.28,4.55
CMP-0096,2025-06-04,Festival Push - Google Search,Google Search,Delhi,Premium Experience Seekers,Awareness,1041.37,20862,1240,231,16,7068.13,4.75
CMP-0125,2025-06-04,Student Offer - Retargeting,Retargeting,Sydney,Young Professionals,Ticket Sales,946.79,19622,1164,243,72,18236.68,4.46
CMP-0375,2025-06-05,Weekend Boost - Email,Email,Melbourne,Premium Experience Seekers,Awareness,355.28,6555,686,117,16,3137.62,4.69
CMP-0293,2025-06-08,Early Bird - Email,Email,Melbourne,Corporate Buyers,Lead Generation,288.8,6658,798,165,17,3782.71,4.29
CMP-0430,2025-06-09,Last Mile Sales - Email,Email,Brisbane,Music Enthusiasts,Ticket Sales,280.07,3268,304,54,11,3267.71,4.63
CMP-0091,2025-06-10,Last Mile Sales - Email,Email,Sydney,Music Enthusiasts,Ticket Sales,363.47,6501,597,128,22,5257.6,4.44
CMP-0408,2025-06-10,Festival Push - Email,Email,Mumbai,Corporate Buyers,Ticket Sales,335.23,6387,487,104,22,4650.46,4.25
CMP-0482,2025-06-11,Corporate Outreach - Sponsorship,Sponsorship,Bangalore,Music Enthusiasts,Awareness,1156.82,21958,227,39,2,1251.21,4.32
CMP-0396,2025-06-13,Weekend Boost - Meta Ads,Meta Ads,Melbourne,Young Professionals,Ticket Sales,1005.05,23938,740,129,13,1603.79,3.83
CMP-0045,2025-06-14,Last Mile Sales - Google Search,Google Search,Sydney,Families,Retargeting,1054.15,23044,861,146,29,6273.37,4.48
CMP-0110,2025-06-14,Early Bird - Retargeting,Retargeting,Sydney,Students,Lead Generation,968.8,16287,1219,188,39,7672.95,4.19
CMP-0058,2025-06-15,Early Bird - Google Search,Google Search,Melbourne,Students,Awareness,1312.09,32605,1596,192,30,4830.44,4.08
CMP-0518,2025-06-15,VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Premium Experience Seekers,Ticket Sales,994.1,18578,486,89,13,3235.0,4.22
CMP-0179,2025-06-17,Early Bird - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Ticket Sales,601.56,9638,291,57,5,933.28,4.47
CMP-0384,2025-06-17,VIP Upgrade - Meta Ads,Meta Ads,Delhi,Young Professionals,Retargeting,943.68,17090,351,87,6,1324.03,3.96
CMP-0446,2025-06-17,Early Bird - Meta Ads,Meta Ads,Melbourne,Students,Awareness,804.77,16416,425,87,6,714.79,3.94
CMP-0086,2025-06-18,Corporate Outreach - Retargeting,Retargeting,Sydney,Premium Experience Seekers,Ticket Sales,601.49,8620,660,129,20,6115.93,4.46
CMP-0134,2025-06-18,Early Bird - Retargeting,Retargeting,Mumbai,Young Professionals,Sponsorship,908.2,17544,766,154,47,11114.08,4.54
CMP-0386,2025-06-18,Student Offer - Google Search,Google Search,Sydney,Premium Experience Seekers,Ticket Sales,1233.03,22364,1019,238,32,14243.41,4.01
CMP-0226,2025-06-19,Festival Push - Email,Email,Brisbane,Corporate Buyers,Ticket Sales,433.46,11048,835,178,28,7056.86,4.36
CMP-0416,2025-06-19,Weekend Boost - Google Search,Google Search,Melbourne,Young Professionals,Retargeting,1233.29,23330,1188,209,40,10146.25,4.29
CMP-0232,2025-06-20,Summer Launch - Meta Ads,Meta Ads,Delhi,Premium Experience Seekers,Ticket Sales,937.08,24890,609,115,15,3023.84,3.54
CMP-0304,2025-06-21,Corporate Outreach - Retargeting,Retargeting,Melbourne,Music Enthusiasts,Lead Generation,773.57,21857,1932,219,104,29826.03,3.66
CMP-0363,2025-06-21,Last Mile Sales - Email,Email,Melbourne,Music Enthusiasts,Awareness,338.07,5396,523,91,25,5393.34,4.07
CMP-0503,2025-06-21,Early Bird - Influencer,Influencer,Bangalore,Families,Sponsorship,766.88,19542,610,102,5,1039.02,4.43
CMP-0146,2025-06-22,Corporate Outreach - Retargeting,Retargeting,Sydney,Music Enthusiasts,Ticket Sales,906.84,15611,1153,207,62,12477.37,4.17
CMP-0413,2025-06-22,Corporate Outreach - Email,Email,Brisbane,Corporate Buyers,Lead Generation,371.55,8058,694,105,21,5386.51,4.0
CMP-0105,2025-06-23,VIP Upgrade - Retargeting,Retargeting,Brisbane,Music Enthusiasts,Retargeting,1048.19,29183,1613,238,93,16966.45,3.74
CMP-0251,2025-06-23,Corporate Outreach - Google Search,Google Search,Bangalore,Young Professionals,Ticket Sales,869.87,13022,739,172,26,7745.7,3.55
CMP-0267,2025-06-23,Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Families,Ticket Sales,735.84,13267,371,61,8,1485.21,4.51
CMP-0435,2025-06-23,Festival Push - Email,Email,Mumbai,Families,Ticket Sales,129.6,2907,223,34,10,1663.2,4.03
CMP-0165,2025-06-25,Summer Launch - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,Lead Generation,1007.84,12062,341,48,5,704.46,4.39
CMP-0317,2025-06-26,Early Bird - Sponsorship,Sponsorship,Sydney,Young Professionals,Awareness,697.79,16361,357,55,4,1871.11,4.31
CMP-0422,2025-06-27,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Sydney,Young Professionals,Lead Generation,697.79,12369,171,31,1,387.31,4.19
CMP-0409,2025-06-28,Summer Launch - Google Search,Google Search,Sydney,Premium Experience Seekers,Awareness,682.03,12662,725,112,22,9145.15,4.66
CMP-0098,2025-06-29,Festival Push - Meta Ads,Meta Ads,Bangalore,Corporate Buyers,Sponsorship,914.02,18653,510,112,10,2670.99,3.85
CMP-0003,2025-07-01,Festival Push - Retargeting,Retargeting,Delhi,Music Enthusiasts,Ticket Sales,758.58,16478,1620,268,62,12104.05,4.42
CMP-0126,2025-07-01,Weekend Boost - Retargeting,Retargeting,Melbourne,Young Professionals,Awareness,725.12,14260,932,71,19,5243.88,3.97
CMP-0187,2025-07-01,Last Mile Sales - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,Sponsorship,1125.68,20930,393,82,9,6132.69,4.17
CMP-0231,2025-07-01,Last Mile Sales - Retargeting,Retargeting,Sydney,Students,Retargeting,810.94,20135,1344,231,83,12156.06,4.41
CMP-0175,2025-07-03,Early Bird - Email,Email,Delhi,Premium Experience Seekers,Sponsorship,272.44,7861,664,104,31,8130.34,3.71
CMP-0186,2025-07-03,Corporate Outreach - Retargeting,Retargeting,Sydney,Corporate Buyers,Lead Generation,525.94,10661,753,140,45,10937.08,4.35
CMP-0024,2025-07-04,Last Mile Sales - Influencer,Influencer,Sydney,Young Professionals,Lead Generation,760.02,13006,426,75,6,1831.82,4.34
CMP-0075,2025-07-04,Weekend Boost - Email,Email,Sydney,Students,Retargeting,401.41,8078,780,140,39,6119.73,3.52
CMP-0404,2025-07-04,Summer Launch - Google Search,Google Search,Sydney,Young Professionals,Ticket Sales,1231.07,27366,1393,259,32,10883.34,3.8
CMP-0088,2025-07-05,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Ticket Sales,1015.88,23664,632,97,8,1956.23,4.2
CMP-0372,2025-07-06,Student Offer - Google Search,Google Search,Melbourne,Music Enthusiasts,Awareness,1474.27,29669,1307,187,20,5961.77,4.19
CMP-0217,2025-07-07,Weekend Boost - Sponsorship,Sponsorship,Bangalore,Families,Ticket Sales,1336.29,36435,551,103,11,4453.51,4.16
CMP-0434,2025-07-07,Early Bird - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,Retargeting,1498.45,38270,1099,196,27,7234.6,3.91
CMP-0412,2025-07-08,Festival Push - Email,Email,Sydney,Music Enthusiasts,Ticket Sales,253.42,4945,484,99,20,5023.87,4.2
CMP-0163,2025-07-09,Student Offer - Email,Email,Melbourne,Students,Awareness,378.74,5931,684,147,19,2820.81,4.13
CMP-0167,2025-07-09,Summer Launch - Google Search,Google Search,Mumbai,Families,Retargeting,1261.33,25969,1236,241,31,7602.17,4.39
CMP-0497,2025-07-09,Weekend Boost - Sponsorship,Sponsorship,Bangalore,Families,Retargeting,1342.68,28390,603,106,14,5558.61,3.97
CMP-0152,2025-07-10,VIP Upgrade - Email,Email,Mumbai,Students,Ticket Sales,190.8,3421,366,48,14,1646.69,4.24
CMP-0223,2025-07-10,VIP Upgrade - Retargeting,Retargeting,Mumbai,Corporate Buyers,Ticket Sales,671.33,12118,812,203,22,6707.89,3.61
CMP-0079,2025-07-11,Student Offer - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1111.4,15401,444,81,8,1637.66,3.98
CMP-0423,2025-07-12,Corporate Outreach - Google Search,Google Search,Sydney,Premium Experience Seekers,Ticket Sales,767.66,13907,635,146,17,6900.67,3.97
CMP-0057,2025-07-14,Early Bird - Sponsorship,Sponsorship,Mumbai,Families,Ticket Sales,1699.79,22228,411,68,11,4379.5,4.78
CMP-0129,2025-07-14,Corporate Outreach - Sponsorship,Sponsorship,Brisbane,Students,Ticket Sales,732.35,14967,323,57,2,722.74,4.14
CMP-0305,2025-07-15,Student Offer - Email,Email,Sydney,Students,Ticket Sales,128.48,2455,272,49,10,1715.77,4.54
CMP-0312,2025-07-15,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Families,Sponsorship,1364.11,29518,586,88,16,6789.21,3.76
CMP-0356,2025-07-16,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,Lead Generation,1043.64,23851,369,65,4,2381.07,3.97
CMP-0433,2025-07-16,Weekend Boost - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Awareness,874.13,15145,427,51,5,979.47,4.33
CMP-0013,2025-07-17,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Brisbane,Corporate Buyers,Ticket Sales,902.97,15123,195,30,2,1191.06,4.25
CMP-0268,2025-07-17,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Awareness,822.18,14959,166,27,1,276.11,4.09
CMP-0284,2025-07-19,Weekend Boost - Google Search,Google Search,Mumbai,Students,Retargeting,1634.06,37526,2270,317,93,15178.78,4.29
CMP-0219,2025-07-20,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Bangalore,Music Enthusiasts,Lead Generation,970.08,20367,336,66,5,2510.35,4.73
CMP-0256,2025-07-20,Last Mile Sales - Google Search,Google Search,Melbourne,Families,Awareness,1328.5,19805,910,142,21,5446.2,4.3
CMP-0285,2025-07-20,Corporate Outreach - Google Search,Google Search,Sydney,Music Enthusiasts,Sponsorship,1555.32,32262,2024,361,46,15851.89,4.07
CMP-0052,2025-07-21,Corporate Outreach - Google Search,Google Search,Bangalore,Families,Ticket Sales,1332.41,35234,1429,269,73,10247.24,3.75
CMP-0069,2025-07-21,Summer Launch - Email,Email,Mumbai,Young Professionals,Awareness,400.12,8020,770,139,17,2447.88,4.15
CMP-0085,2025-07-21,Corporate Outreach - Retargeting,Retargeting,Sydney,Young Professionals,Awareness,631.29,10751,890,161,24,5189.47,4.28
CMP-0298,2025-07-21,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Brisbane,Young Professionals,Ticket Sales,778.79,9787,124,24,1,327.81,4.57
CMP-0507,2025-07-21,Summer Launch - Google Search,Google Search,Mumbai,Families,Ticket Sales,1309.72,33059,1533,261,28,4565.98,4.02
CMP-0154,2025-07-22,Early Bird - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Lead Generation,1449.21,42129,926,168,7,1245.21,3.98
CMP-0162,2025-07-22,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Melbourne,Families,Sponsorship,749.55,16974,210,39,3,1115.72,4.37
CMP-0211,2025-07-22,Weekend Boost - Google Search,Google Search,Sydney,Premium Experience Seekers,Retargeting,934.64,24583,886,114,38,17166.27,3.94
CMP-0411,2025-07-23,VIP Upgrade - Google Search,Google Search,Melbourne,Corporate Buyers,Retargeting,1031.87,18072,829,128,19,4178.68,4.13
CMP-0296,2025-07-24,Student Offer - Meta Ads,Meta Ads,Delhi,Young Professionals,Ticket Sales,977.73,17175,515,87,6,1125.46,4.28
CMP-0508,2025-07-24,Early Bird - Google Search,Google Search,Bangalore,Young Professionals,Lead Generation,995.21,25376,1587,287,37,12213.13,3.85
CMP-0104,2025-07-25,VIP Upgrade - Meta Ads,Meta Ads,Brisbane,Families,Lead Generation,760.42,17133,461,60,4,719.53,4.41
CMP-0278,2025-07-25,Last Mile Sales - Meta Ads,Meta Ads,Sydney,Corporate Buyers,Retargeting,809.97,13226,280,60,6,1806.99,4.21
CMP-0229,2025-07-26,VIP Upgrade - Google Search,Google Search,Bangalore,Corporate Buyers,Ticket Sales,1112.72,13989,638,114,27,7360.12,4.78
CMP-0113,2025-07-27,VIP Upgrade - Retargeting,Retargeting,Brisbane,Young Professionals,Awareness,427.45,8509,822,171,20,4000.29,4.06
CMP-0517,2025-07-27,Festival Push - Sponsorship,Sponsorship,Mumbai,Music Enthusiasts,Awareness,1354.67,31583,743,185,10,5366.14,4.12
CMP-0161,2025-07-30,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Students,Ticket Sales,909.01,23555,532,84,7,1267.24,3.68
CMP-0380,2025-07-30,Corporate Outreach - Retargeting,Retargeting,Delhi,Young Professionals,Lead Generation,453.07,11831,994,199,26,5948.37,4.04
CMP-0447,2025-07-30,Last Mile Sales - Meta Ads,Meta Ads,Mumbai,Music Enthusiasts,Ticket Sales,979.68,21589,556,121,15,2548.31,3.84
CMP-0333,2025-07-31,Last Mile Sales - Influencer,Influencer,Brisbane,Young Professionals,Awareness,535.4,12505,384,64,1,215.79,4.31
CMP-0012,2025-08-01,Last Mile Sales - Email,Email,Melbourne,Families,Retargeting,196.65,4432,391,50,14,2357.09,4.49
CMP-0454,2025-08-01,Last Mile Sales - Retargeting,Retargeting,Bangalore,Young Professionals,Sponsorship,497.88,14059,964,244,80,10928.74,3.97
CMP-0382,2025-08-02,Corporate Outreach - Email,Email,Sydney,Corporate Buyers,Awareness,227.96,3874,410,68,9,3018.08,4.32
CMP-0455,2025-08-02,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Retargeting,684.41,14315,429,77,8,1527.35,4.24
CMP-0244,2025-08-03,Early Bird - LinkedIn Ads,LinkedIn Ads,Melbourne,Music Enthusiasts,Lead Generation,1090.72,23493,334,60,3,1093.85,4.04
CMP-0056,2025-08-04,Corporate Outreach - Meta Ads,Meta Ads,Delhi,Families,Lead Generation,894.8,16871,439,61,6,1114.28,3.68
CMP-0442,2025-08-04,Weekend Boost - Google Search,Google Search,Melbourne,Premium Experience Seekers,Lead Generation,1499.57,25365,926,130,23,6550.63,4.33
CMP-0039,2025-08-05,Festival Push - Google Search,Google Search,Melbourne,Music Enthusiasts,Retargeting,1399.76,26935,1483,285,68,17868.2,3.68
CMP-0259,2025-08-05,VIP Upgrade - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Sponsorship,700.63,15501,427,79,13,2322.92,4.19
CMP-0156,2025-08-08,Corporate Outreach - Retargeting,Retargeting,Brisbane,Young Professionals,Ticket Sales,958.43,22270,1608,152,49,12490.07,4.62
CMP-0301,2025-08-08,Early Bird - Sponsorship,Sponsorship,Bangalore,Corporate Buyers,Retargeting,798.35,20448,345,63,5,3438.79,3.97
CMP-0248,2025-08-11,Corporate Outreach - Google Search,Google Search,Mumbai,Families,Ticket Sales,2122.87,34685,2121,453,48,11732.56,4.16
CMP-0033,2025-08-12,Last Mile Sales - Influencer,Influencer,Brisbane,Premium Experience Seekers,Sponsorship,762.43,19301,690,144,9,4058.13,4.13
CMP-0127,2025-08-12,Festival Push - Google Search,Google Search,Bangalore,Young Professionals,Ticket Sales,2064.02,53800,2643,420,85,25013.99,4.16
CMP-0438,2025-08-12,VIP Upgrade - Email,Email,Delhi,Families,Awareness,314.1,5573,450,87,12,1747.27,4.47
CMP-0170,2025-08-14,Weekend Boost - Meta Ads,Meta Ads,Delhi,Corporate Buyers,Lead Generation,630.24,12843,270,27,3,448.73,3.94
CMP-0262,2025-08-14,VIP Upgrade - Sponsorship,Sponsorship,Bangalore,Premium Experience Seekers,Ticket Sales,1535.48,40450,757,172,19,16854.22,4.18
CMP-0370,2025-08-15,VIP Upgrade - Meta Ads,Meta Ads,Delhi,Students,Awareness,1311.89,28743,1016,169,13,2207.48,5.0
CMP-0473,2025-08-15,Summer Launch - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,Retargeting,621.12,11757,212,27,1,394.47,4.3
CMP-0397,2025-08-16,Early Bird - Google Search,Google Search,Sydney,Corporate Buyers,Ticket Sales,1167.34,24227,1100,253,43,15017.97,4.83
CMP-0303,2025-08-18,VIP Upgrade - Google Search,Google Search,Melbourne,Students,Awareness,1502.43,38833,1711,322,25,4770.83,4.47
CMP-0092,2025-08-19,VIP Upgrade - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Ticket Sales,770.82,12767,311,61,3,705.77,3.77
CMP-0020,2025-08-20,Festival Push - Retargeting,Retargeting,Melbourne,Music Enthusiasts,Ticket Sales,473.53,9642,712,190,55,10623.89,4.1
CMP-0355,2025-08-20,Corporate Outreach - Email,Email,Delhi,Music Enthusiasts,Sponsorship,269.27,5194,483,101,20,4416.48,4.01
CMP-0029,2025-08-21,Festival Push - Influencer,Influencer,Mumbai,Premium Experience Seekers,Ticket Sales,1147.43,26302,584,103,5,1320.99,4.73
CMP-0042,2025-08-25,Weekend Boost - Email,Email,Brisbane,Corporate Buyers,Ticket Sales,336.61,7565,653,141,16,3757.23,5.0
CMP-0291,2025-08-26,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Retargeting,796.15,19538,601,74,11,2826.2,4.47
CMP-0359,2025-08-27,Last Mile Sales - Influencer,Influencer,Brisbane,Corporate Buyers,Sponsorship,773.11,13095,319,63,2,630.94,4.49
CMP-0486,2025-08-28,Early Bird - Influencer,Influencer,Melbourne,Music Enthusiasts,Retargeting,514.3,8446,157,31,1,250.7,4.33
CMP-0444,2025-08-29,VIP Upgrade - Google Search,Google Search,Brisbane,Young Professionals,Ticket Sales,1275.5,25685,1083,225,20,5037.92,4.1
CMP-0070,2025-08-31,Early Bird - Google Search,Google Search,Bangalore,Premium Experience Seekers,Lead Generation,624.65,12186,747,162,24,8421.08,3.9
CMP-0489,2025-08-31,Summer Launch - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,Sponsorship,1801.02,33545,433,87,12,7695.98,4.34
CMP-0249,2025-09-01,Last Mile Sales - Retargeting,Retargeting,Melbourne,Corporate Buyers,Lead Generation,888.69,19836,1593,249,47,11298.34,3.98
CMP-0510,2025-09-01,Weekend Boost - Google Search,Google Search,Sydney,Young Professionals,Awareness,1912.26,41813,2398,505,53,12749.26,4.3
CMP-0014,2025-09-03,Corporate Outreach - Google Search,Google Search,Brisbane,Corporate Buyers,Awareness,1231.18,33330,1773,380,23,5582.47,3.86
CMP-0077,2025-09-03,Last Mile Sales - Google Search,Google Search,Brisbane,Students,Ticket Sales,564.49,11262,562,99,14,2952.17,4.53
CMP-0090,2025-09-04,Early Bird - Meta Ads,Meta Ads,Melbourne,Students,Lead Generation,1066.72,23083,692,73,9,710.44,4.21
CMP-0393,2025-09-04,Student Offer - Influencer,Influencer,Delhi,Premium Experience Seekers,Retargeting,805.9,15982,533,100,6,1536.88,4.79
CMP-0288,2025-09-05,Weekend Boost - Meta Ads,Meta Ads,Brisbane,Families,Ticket Sales,827.11,20858,488,105,4,823.25,4.06
CMP-0314,2025-09-05,Festival Push - Google Search,Google Search,Mumbai,Young Professionals,Retargeting,781.86,17654,1257,229,39,11020.92,4.91
CMP-0240,2025-09-06,Weekend Boost - Email,Email,Bangalore,Families,Lead Generation,298.93,8917,1025,153,43,5533.57,3.58
CMP-0035,2025-09-07,Last Mile Sales - Sponsorship,Sponsorship,Melbourne,Corporate Buyers,Retargeting,1636.51,37325,688,142,15,10324.22,3.95
CMP-0064,2025-09-07,Student Offer - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1380.95,29179,896,125,12,1999.74,4.22
CMP-0381,2025-09-07,Summer Launch - Retargeting,Retargeting,Mumbai,Families,Ticket Sales,587.69,10436,788,117,16,3216.41,4.38
CMP-0049,2025-09-09,VIP Upgrade - Meta Ads,Meta Ads,Delhi,Young Professionals,Sponsorship,956.1,17947,418,60,5,803.66,4.18
CMP-0116,2025-09-09,VIP Upgrade - Google Search,Google Search,Brisbane,Corporate Buyers,Ticket Sales,983.82,17469,904,113,24,9556.23,4.3
CMP-0373,2025-09-11,Festival Push - Email,Email,Delhi,Families,Awareness,281.16,6165,379,57,10,972.98,4.59
CMP-0093,2025-09-13,VIP Upgrade - Sponsorship,Sponsorship,Delhi,Students,Ticket Sales,1510.84,32701,601,117,10,4978.63,4.04
CMP-0337,2025-09-14,Weekend Boost - Retargeting,Retargeting,Brisbane,Music Enthusiasts,Ticket Sales,1032.33,21001,864,152,58,16421.24,3.92
CMP-0389,2025-09-14,Corporate Outreach - Email,Email,Melbourne,Students,Retargeting,490.95,11484,976,203,30,3393.44,4.32
CMP-0449,2025-09-15,Festival Push - Influencer,Influencer,Bangalore,Music Enthusiasts,Awareness,930.95,17874,483,97,4,669.43,4.09
CMP-0038,2025-09-17,Summer Launch - Influencer,Influencer,Melbourne,Music Enthusiasts,Lead Generation,1126.18,16297,540,77,6,1419.45,3.56
CMP-0272,2025-09-17,Festival Push - Email,Email,Mumbai,Premium Experience Seekers,Ticket Sales,372.98,5943,495,102,26,6360.48,4.22
CMP-0239,2025-09-18,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Music Enthusiasts,Ticket Sales,731.72,14138,508,68,6,918.8,4.8
CMP-0504,2025-09-18,Summer Launch - LinkedIn Ads,LinkedIn Ads,Bangalore,Music Enthusiasts,Awareness,977.25,22100,338,71,1,279.69,3.94
CMP-0401,2025-09-19,Summer Launch - Google Search,Google Search,Melbourne,Music Enthusiasts,Retargeting,1406.07,27544,1855,354,71,24814.91,4.33
CMP-0364,2025-09-20,Weekend Boost - Sponsorship,Sponsorship,Brisbane,Music Enthusiasts,Ticket Sales,1402.82,18330,306,70,5,2175.63,3.96
